rank,regionId,name,pixels
34043,47046,Yakutsk #3949,146125
34044,111811,Ribeira Grande #48,146123
34045,247451,Ushuaia #4604,146122
34046,74036,Petrozavodsk #94,146112
34047,86029,Anchorage #9153,146090
34048,58510,Iqaluit #4353,145996
34049,156953,Cape Town #257,145995
34050,115564,Jalgaon #3,145981
34051,154775,Valparaíso #20,145981
34052,61750,Murmansk #1515,145975
34053,197498,Port-aux-Français #5621,145965
34054,261998,Port-aux-Français #18391,145961
34055,173925,Port-aux-Français #1846,145943
34056,68394,Kajaani #26,145906
34057,122728,Kavaratti #50,145905
34058,23587,Anchorage #2565,145898
34059,24699,Yellowknife #2410,145890
34060,79684,Yoshkar-Ola #7,145890
34061,202496,Edinburgh of the Seven Seas #3457,145868
34062,163897,Adamstown #2514,145859
34063,77489,Nuuk #293,145855
34064,117263,Honolulu #2335,145846
34065,165296,Perth #1581,145806
34066,193196,Ushuaia #548,145804
34067,168732,Somerset West #143,145800
34068,79910,Anchorage #8543,145774
34069,140868,Taiohae #1416,145771
34070,142396,Taiohae #1463,145754
34071,233050,Punta Arenas #5814,145754
34072,57549,Qaqortoq #17,145746
34073,232348,Perth #5199,145741
34074,116155,Naha #76,145735
34075,113046,Baise #2,145715
34076,67859,Bodø #354,145708
34077,116763,Honolulu #2284,145708
34078,177974,East London #545,145705
34079,102305,Jinzhong #3,145704
34080,82883,Komsomolsk-on-Amur #145,145699
34081,103815,Jiayuguan #63,145694
34082,110899,Tabuk #28,145687
34083,104815,Kargil #14,145686
34084,240672,Waitangi #8860,145657
34085,30037,Nar'yan-Mar #1365,145594
34086,114714,Honolulu #2033,145585
34087,214163,Ushuaia #1786,145582
34088,97008,Viana do Castelo #30,145573
34089,17983,Whitehorse #745,145562
34090,84166,Qaqortoq #935,145553
34091,150323,Xai-Xai #16,145541
34092,209517,Punta Arenas #3535,145506
34093,140579,Solwezi #4,145497
34094,107173,Hamilton #270,145492
34095,148335,Port Mathurin #405,145491
34096,207615,Edinburgh of the Seven Seas #3645,145485
34097,62575,Yellowknife #5841,145470
34098,84964,Petropavlovsk-Kamchatsky #528,145460
34099,92744,Victoria #118,145439
34100,246892,Punta Arenas #7149,145438
34101,104010,Daly City #26,145436
34102,93382,St. John's #412,145427
34103,59699,Murmansk #1470,145418
34104,155770,Talcahuano #164,145417
34105,75331,Whitehorse #3320,145416
34106,88791,Ponta Delgada #61,145412
34107,231222,Port-aux-Français #11969,145386
34108,89311,Ponta Delgada #88,145379
34109,90959,Aktobe #33,145373
34110,66666,Yellowknife #6140,145362
34111,4171,Whitehorse #188,145341
34112,174741,Punta Arenas #61,145339
34113,249095,Edinburgh of the Seven Seas #4617,145316
34114,55909,Yellowknife #5299,145314
34115,86385,Pavlodar #45,145311
34116,232107,Ushuaia #3235,145309
34117,86847,Saratov #10,145300
34118,104928,Kushiro #340,145297
34119,211601,Ushuaia #1603,145291
34120,82645,Keflavík #421,145271
34121,84718,Galway #168,145269
34122,37062,Ilulissat #2163,145267
34123,48720,Yellowknife #4659,145255
34124,156370,Cabo Frio #202,145251
34125,3867,Longyearbyen #310,145249
34126,90016,Undurkhaan #9,145215
34127,145784,West Island #518,145152
34128,109902,Bandar Abbas #3,145151
34129,143310,Cairns #70,145146
34130,87790,Cork #20,145139
34131,86650,Winnipeg #842,145136
34132,184240,Perth #3091,145132
34133,100939,Santa Rosa #168,145130
34134,199855,Stanley #1174,145120
34135,110356,Al Jadīd #5,145118
34136,212868,Port-aux-Français #8439,145108
34137,74076,Tyumen #8,145093
34138,150299,Tshabong #13,145061
34139,27420,Longyearbyen #2053,145050
34140,187492,Punta Arenas #1278,145049
34141,103226,Al Ḩasakah #7,145033
34142,110485,Liupanshui #1,145024
34143,137857,Puerto Baquerizo Moreno #706,145016
34144,80614,Selfoss #138,145014
34145,10991,Olonkinbyen #641,145013
34146,94152,Otaru #5,145008
34147,50645,Magadan #2529,145002
34148,38705,Murmansk #975,144992
34149,150305,Tshabong #19,144988
34150,71381,Keflavík #41,144984
34151,113050,Hechi #4,144980
34152,29242,Whitehorse #1224,144979
34153,150298,Tshabong #12,144961
34154,148400,Perth #93,144954
34155,81760,Tyumen #88,144945
34156,38926,Anchorage #4194,144937
34157,65888,Salekhard #2595,144920
34158,29752,Whitehorse #1244,144919
34159,80464,Vancouver #36,144908
34160,103704,Siracusa #13,144876
34161,202440,Grytviken #3316,144863
34162,60214,Murmansk #1484,144861
34163,223721,Invercargill #3008,144854
34164,66879,Arkhangel’sk #388,144838
34165,113988,Al Kharj #11,144835
34166,60315,Ust’-Ilimsk #885,144820
34167,49273,Yellowknife #4746,144807
34168,36869,Anchorage #3965,144805
34169,110552,Saipan #10,144803
34170,197007,Port-aux-Français #5552,144794
34171,83330,Abakan #4,144789
34172,28968,Vadsø #645,144784
34173,109825,Adrar #13,144749
34174,160839,Adamstown #2164,144738
34175,80508,Winnipeg #686,144735
34176,53116,Norilsk #4830,144729
34177,77487,Nuuk #291,144728
34178,122191,Şalālah #101,144728
34179,104763,Deir ez-Zor #9,144722
34180,15663,Vadsø #341,144718
34181,252,Olonkinbyen #26,144716
34182,59221,Nar'yan-Mar #2600,144702
34183,135598,Baubau #8,144701
34184,230556,Ushuaia #3088,144694
34185,143398,Uturoa #299,144671
34186,52559,Nar'yan-Mar #2336,144660
34187,64864,Salekhard #2564,144615
34188,92052,Arvayheer #5,144613
34189,83839,Mezhdurechensk #4,144599
34190,107303,Marsá Maţrūḩ #21,144578
34191,76469,Nuuk #268,144576
34192,115339,Nueva Gerona #3,144564
34193,53861,Yellowknife #5127,144554
34194,261417,Port Elizabeth #3309,144553
34195,210323,Port-aux-Français #7972,144549
34196,249369,Waitangi #9976,144536
34197,67272,Qaqortoq #217,144530
34198,100934,Santa Rosa #163,144521
34199,249376,Waitangi #9983,144518
34200,170717,Grytviken #444,144517
34201,150606,Adamstown #996,144501
34202,147525,Adamstown #672,144485
34203,3323,Olonkinbyen #205,144480
34204,190362,Perth #3469,144475
34205,45784,Ísafjörður #1922,144474
34206,450,Yakutsk #35,144467
34207,57523,Aasiaat #1449,144466
34208,20712,Olonkinbyen #1204,144450
34209,85451,Komsomolsk-on-Amur #232,144443
34210,133551,Kendari #13,144427
34211,60410,Anadyr #3146,144398
34212,43125,Yellowknife #4168,144397
34213,96464,Ponta Delgada #431,144397
34214,112141,Honolulu #1715,144378
34215,131342,Libreville #10,144366
34216,157702,Waitangi #47,144348
34217,95685,Otaru #16,144347
34218,154035,Perth #515,144346
34219,100077,Queluz #40,144344
34220,156072,Perth #686,144343
34221,24186,Yellowknife #2360,144341
34222,89973,Ust-Kamenogorsk #27,144323
34223,157607,Perth #829,144323
34224,203567,Port Elizabeth #1485,144308
34225,73877,Iqaluit #5417,144279
34226,253085,Ushuaia #5140,144262
34227,139590,Antsiranana #69,144260
34228,147148,Vila Velha #17,144253
34229,261785,Ushuaia #5989,144249
34230,42335,Salekhard #1714,144234
34231,157660,Newcastle #63,144224
34232,117840,La Paz #186,144210
34233,131740,Mitú #38,144189
34234,80628,Monaghan #8,144167
34235,68575,Magadan #3591,144145
34236,29815,Yellowknife #2896,144144
34237,112687,Honolulu #1809,144133
34238,166472,Adamstown #2830,144100
34239,116167,Saipan #241,144088
34240,247074,George #501,144084
34241,154032,Perth #512,144083
34242,63,Whitehorse #8,144079
34243,99048,Funchal #5,144071
34244,10970,Ísafjörður #433,144063
34245,65739,Qaqortoq #172,144062
34246,115029,Sur #20,144058
34247,124760,Şalālah #160,144055
34248,116149,Naha #70,144043
34249,113630,Saipan #130,144042
34250,139449,Palmas #41,144032
34251,80139,Kristiansand #15,144020
34252,101476,Albuquerque #3,144002
34253,223508,Somerset West #2251,143981
34254,205603,Port Elizabeth #1555,143975
34255,120980,Barranquilla #7,143937
34256,202029,Port Elizabeth #1420,143920
34257,223099,Port-aux-Français #10408,143915
34258,223824,Adamstown #7284,143905
34259,201096,Port-aux-Français #6270,143892
34260,186100,Edinburgh of the Seven Seas #2690,143878
34261,129974,Ternate #7,143872
34262,73935,Qaqortoq #475,143870
34263,237878,Port-aux-Français #13318,143849
34264,65850,Arkhangel’sk #363,143838
34265,88784,Ponta Delgada #54,143836
34266,135395,Georgetown #168,143834
34267,101735,Khorugh #6,143826
34268,99677,Bukhara #18,143822
34269,61650,Ísafjörður #2600,143813
34270,78658,Cheboksary #2,143779
34271,114619,Ginowan #2,143779
34272,100173,Balkanabat #23,143742
34273,101136,Bizerte #2,143720
34274,53327,Yellowknife #5061,143710
34275,137227,Atafu Village #503,143703
34276,57165,Nar'yan-Mar #2514,143702
34277,27267,Iqaluit #1962,143695
34278,68153,Whitehorse #2989,143693
34279,14628,Longyearbyen #1143,143692
34280,117065,Al Ghayz̧ah #7,143686
34281,202614,Port-aux-Français #6528,143684
34282,168167,Edinburgh of the Seven Seas #1489,143683
34283,210785,Port-aux-Français #8018,143682
34284,153075,Kingston #91,143666
34285,93792,Helena #40,143662
34286,78487,Iqaluit #5678,143653
34287,105799,Shahr-e Kord #1,143650
34288,57297,Magadan #2902,143620
34289,100824,Kushiro #223,143578
34290,111261,Cockburn Town #8,143566
34291,94430,Ponta Delgada #333,143562
34292,171672,Coyhaique #216,143549
34293,81619,Keflavík #385,143527
34294,142390,Papeete #61,143522
34295,127616,Puerto Baquerizo Moreno #31,143515
34296,106233,Beni Mellal #4,143509
34297,72848,Iqaluit #5347,143507
34298,114102,Naha #42,143499
34299,155797,Valparaíso #42,143493
34300,69991,Surgut #3,143475
34301,219842,Grytviken #5441,143475
34302,261868,Grytviken #11421,143421
34303,261660,Waitangi #11587,143420
34304,108933,Lhasa #107,143407
34305,152688,Talcahuano #7,143407
34306,90076,Petropavlovsk-Kamchatsky #834,143392
34307,110977,Tsirang #2,143377
34308,126123,Bartica #2,143365
34309,77969,Iqaluit #5646,143361
34310,254569,Punta Arenas #7870,143306
34311,121952,Manzanillo #95,143290
34312,153763,Córdoba #3,143277
34313,109746,Hamilton #452,143254
34314,163829,Richmond #6,143254
34315,141682,Hithadhoo #336,143241
34316,76037,Bergen #127,143226
34317,152422,Port Mathurin #644,143225
34318,124786,Jaffna #7,143221
34319,49409,Olonkinbyen #2852,143217
34320,216222,Ushuaia #1947,143203
34321,254349,Port-aux-Français #16801,143193
34322,223754,Waitangi #6709,143192
34323,126692,Freetown #21,143185
34324,240438,Port-aux-Français #13843,143184
34325,85227,Galway #183,143182
34326,130663,Acapulco de Juárez #285,143174
34327,31793,Anchorage #3459,143169
34328,69406,Umeå #39,143161
34329,198820,Ushuaia #825,143145
34330,107290,Sirte #8,143139
34331,85456,Yuzhno-Sakhalinsk #18,143131
34332,197521,Port-aux-Français #5644,143117
34333,65566,Anchorage #7023,143101
34334,134736,Taiohae #993,143089
34335,250593,Grytviken #9746,143089
34336,44285,Olonkinbyen #2571,143087
34337,165452,Adamstown #2713,143085
34338,21998,Anadyr #1186,143073
34339,54206,Yakutsk #4501,143049
34340,91757,Regina #98,143027
34341,203039,Somerset West #1362,143027
34342,214429,Perth #4633,143025
34343,157976,Cape Town #302,143021
34344,101369,Petropavlovsk-Kamchatsky #1594,143019
34345,248471,Ushuaia #4696,142996
34346,39583,Iqaluit #2911,142973
34347,101956,Santa Rosa #218,142943
34348,194372,Port-aux-Français #5034,142932
34349,93791,Helena #39,142909
34350,110747,Cockburn Town #15,142906
34351,82144,Keflavík #415,142887
34352,46325,Olonkinbyen #2675,142874
34353,212254,Somerset West #1768,142865
34354,152115,Papeete #382,142854
34355,226493,Grytviken #6317,142818
34356,114498,Al Kharj #15,142813
34357,33900,Yellowknife #3277,142806
34358,224685,Hobart #5045,142804
34359,203539,Somerset West #1372,142801
34360,75522,Bergen #116,142800
34361,108118,Tijuana #18,142800
34362,216680,Punta Arenas #4239,142789
34363,183531,Edinburgh of the Seven Seas #2538,142763
34364,28696,Anchorage #3104,142752
34365,45522,Magadan #2242,142745
34366,66747,Nuuk #26,142721
34367,134598,Wamena #7,142720
34368,71886,Qaqortoq #391,142717
34369,91370,Cork #119,142713
34370,123762,Thanjavur #3,142713
34371,97139,Aqsu #5,142707
34372,47151,Anchorage #5096,142705
34373,151074,Avarua #316,142701
34374,45763,Ilulissat #2613,142686
34375,48244,Yellowknife #4649,142649
34376,130478,Gorontalo #8,142638
34377,73308,Yellowknife #6538,142628
34378,495,Anadyr #11,142622
34379,110926,Bandar Abbas #14,142608
34380,209396,Invercargill #2098,142598
34381,125317,Banda Aceh #7,142591
34382,90264,Saguenay #275,142581
34383,150186,Resistencia #2,142567
34384,83669,Keflavík #455,142524
34385,122188,Bosaso #11,142512
34386,245,Olonkinbyen #19,142494
34387,164867,Waitangi #419,142493
34388,130691,Puerto Baquerizo Moreno #185,142492
34389,132734,Puerto Baquerizo Moreno #319,142486
34390,105736,Ouargla #3,142464
34391,261994,Port-aux-Français #18387,142463
34392,204598,Port Elizabeth #1534,142440
34393,67751,Iqaluit #5035,142425
34394,64055,Whitehorse #2792,142422
34395,89513,Hulunbuir #97,142412
34396,166560,Comodoro Rivadavia #11,142408
34397,148330,Port Mathurin #400,142387
34398,23682,Iqaluit #1699,142368
34399,84558,Vancouver #106,142368
34400,142986,Callao #53,142365
34401,159876,Talcahuano #491,142355
34402,147890,Darwin #289,142354
34403,234658,Ushuaia #3447,142350
34404,76595,Cherepovets #34,142343
34405,228150,Port-aux-Français #11352,142339
34406,21509,Anchorage #2315,142330
34407,64653,Iqaluit #4798,142329
34408,74346,Saskatoon #71,142304
34409,123508,Acapulco de Juárez #115,142292
34410,184572,Edinburgh of the Seven Seas #2613,142290
34411,73406,Qaqortoq #437,142287
34412,37263,Norilsk #3614,142277
34413,72128,Yakutsk #5784,142277
34414,205744,Hobart #3251,142276
34415,236898,Port-aux-Français #13152,142272
34416,154026,Perth #506,142266
34417,144703,Maintirano #12,142261
34418,132263,Manacapuru #12,142238
34419,112437,Yanbu #5,142234
34420,117103,Nanded #5,142224
34421,81758,Kurgan #4,142215
34422,166555,Coyhaique #3,142211
34423,228458,Punta Arenas #5386,142207
34424,17576,Aasiaat #453,142181
34425,100072,Funchal #12,142181
34426,120174,Ballari #2,142172
34427,224233,Invercargill #3042,142144
34428,57886,Anchorage #6213,142139
34429,217135,Waitangi #5931,142125
34430,59109,Sauðárkrókur #104,142122
34431,27532,Norilsk #2730,142121
34432,131254,Santana #10,142115
34433,116370,Manzanillo #2,142072
34434,95617,Turpan #11,142064
34435,83802,Chelyabinsk #17,142063
34436,130968,Singkawang #14,142055
34437,81349,Komsomolsk-on-Amur #98,142042
34438,163987,Osorno #22,142014
34439,5964,Nar'yan-Mar #275,142000
34440,39833,Ust’-Ilimsk #298,141996
34441,139184,Kupang #21,141989
34442,135074,Surabaya #5,141988
34443,129124,Acapulco de Juárez #254,141985
34444,133937,Singida #1,141982
34445,132908,Rwamagana #2,141980
34446,135901,João Pessoa #36,141978
34447,105428,Iwaki #68,141959
34448,411,Norilsk #49,141953
34449,212813,Port-aux-Français #8384,141945
34450,112527,Baoshan #12,141944
34451,139325,Taiohae #1333,141942
34452,234792,Port Elizabeth #2566,141932
34453,233808,Port-aux-Français #12510,141931
34454,252706,George #523,141928
34455,150322,Xai-Xai #15,141924
34456,89962,Karagandy #18,141897
34457,209827,Perth #4458,141897
34458,59794,Ust’-Ilimsk #855,141874
34459,116138,Kaohsiung #15,141859
34460,47806,Ilulissat #2712,141848
34461,89564,Petropavlovsk-Kamchatsky #801,141845
34462,208528,Ushuaia #1394,141839
34463,97444,Halifax #51,141836
34464,145696,Maun #16,141835
34465,91328,St. John's #306,141814
34466,108182,Marsh Harbour #10,141814
34467,226,Ísafjörður #20,141807
34468,160712,Adelaide #470,141799
34469,214383,Port-aux-Français #8710,141773
34470,243607,Port-aux-Français #14570,141771
34471,155286,Valparaíso #32,141769
34472,148301,Saint-Paul #26,141768
34473,243970,Grytviken #8812,141767
34474,86880,Kokshetau #23,141765
34475,136300,Puerto Baquerizo Moreno #579,141756
34476,148313,Port Mathurin #383,141735
34477,42592,Yellowknife #4098,141726
34478,113671,Honolulu #1891,141719
34479,194627,Adamstown #5569,141718
34480,97981,St. John's #601,141712
34481,62608,Iqaluit #4655,141710
34482,106968,Iwaki #100,141710
34483,51024,Nar'yan-Mar #2276,141706
34484,273,Longyearbyen #17,141695
34485,168270,Port-aux-Français #1077,141695
34486,153283,Florianópolis #34,141692
34487,180894,Ushuaia #91,141686
34488,99705,Korla #51,141684
34489,98541,Queluz #12,141680
34490,36964,Yellowknife #3563,141672
34491,66093,Anchorage #7092,141663
34492,55102,Arkhangel’sk #182,141655
34493,115045,Jūnāgadh #2,141654
34494,15655,Longyearbyen #1222,141653
34495,80595,Keflavík #351,141637
34496,111408,Luxor #3,141632
34497,172272,Edinburgh of the Seven Seas #1809,141598
34498,49565,Ust’-Ilimsk #527,141592
34499,125045,Acapulco de Juárez #157,141549
34500,228647,Port Elizabeth #2373,141545
34501,82846,Chita #346,141534
34502,114889,Ribeira Grande #222,141533
34503,19502,Anchorage #2136,141513
34504,149826,Ambovombe #2,141485
34505,192320,Port-aux-Français #4680,141484
34506,204040,Edinburgh of the Seven Seas #3524,141474
34507,142663,Sambava #33,141462
34508,149969,Mackay #117,141460
34509,204550,Edinburgh of the Seven Seas #3541,141453
34510,140492,Camaçari #3,141442
34511,47063,Magadan #2331,141418
34512,211443,Invercargill #2225,141409
34513,57866,Anchorage #6193,141399
34514,91823,Miquelon #115,141391
34515,131502,Gorontalo #13,141376
34516,135646,Taro #24,141351
34517,200141,Hobart #2758,141343
34518,34914,Yellowknife #3365,141332
34519,64209,Ísafjörður #2699,141294
34520,113760,La Paz #51,141291
34521,65809,Bodø #323,141283
34522,142539,Ilhéus #9,141262
34523,74172,Yakutsk #5903,141261
34524,35314,Anadyr #1892,141251
34525,52935,Ilulissat #2971,141220
34526,205212,Perth #4253,141219
34527,46453,Norilsk #4342,141214
34528,134272,Puerto Baquerizo Moreno #442,141214
34529,111981,Kota #3,141195
34530,327,Nar'yan-Mar #8,141193
34531,196430,Port-aux-Français #5397,141187
34532,148367,West Island #690,141182
34533,112004,Sylhet #2,141172
34534,261671,Waitangi #11598,141169
34535,198607,Hobart #2620,141156
34536,204591,Port Elizabeth #1527,141148
34537,147746,Maun #36,141141
34538,224963,Grytviken #6117,141139
34539,137650,Maliana #1,141111
34540,148316,Port Mathurin #386,141093
34541,218422,Port-aux-Français #9440,141089
34542,70186,Anchorage #7521,141075
34543,158633,Perth #930,141075
34544,66793,Akureyri #214,141054
34545,95157,Jilin #2,141047
34546,131377,Kisumu #1,141045
34547,61812,Norilsk #5351,141039
34548,109772,Ponta Delgada #1164,141037
34549,9738,Anchorage #1055,141036
34550,76903,Saskatoon #121,141034
34551,100183,Xiva #7,141034
34552,195461,Port-aux-Français #5275,141031
34553,59181,Murmansk #1453,141027
34554,148326,Port Mathurin #396,140973
34555,118042,Faya-Largeau #35,140965
34556,120971,San Andrés #14,140941
34557,10550,Murmansk #243,140934
34558,60757,Nar'yan-Mar #2657,140926
34559,47266,Iqaluit #3509,140912
34560,107720,Ponta Delgada #1055,140910
34561,215023,Invercargill #2445,140892
34562,197289,Ushuaia #747,140888
34563,21544,Anchorage #2350,140879
34564,109514,Yokosuka #28,140850
34565,60561,Iqaluit #4507,140839
34566,120625,Al Qadarif #2,140821
34567,219543,Port-aux-Français #9735,140803
34568,83272,Dimitrovgrad #2,140802
34569,150045,Avarua #272,140797
34570,151747,Maricá #1,140764
34571,139182,Kupang #19,140763
34572,107256,Beni Mellal #9,140755
34573,213857,Port-aux-Français #8598,140751
34574,81276,Kemerovo #6,140747
34575,133771,San Martin #5,140724
34576,229403,Waitangi #7427,140692
34577,144287,Blitar #28,140691
34578,137395,Sinop #13,140667
34579,206582,Grytviken #3839,140651
34580,211439,Invercargill #2221,140648
34581,260992,Port-aux-Français #18191,140555
34582,1541,Anchorage #170,140510
34583,178895,Grytviken #1016,140496
34584,7782,Yellowknife #761,140469
34585,261670,Waitangi #11597,140462
34586,45509,Yakutsk #3826,140456
34587,167431,Waitangi #608,140446
34588,146674,Jamestown #392,140426
34589,224533,Somerset West #2296,140406
34590,87279,Cork #12,140397
34591,62335,Norilsk #5390,140373
34592,115975,In Guezzam #3,140362
34593,77542,Selfoss #92,140360
34594,79000,Iqaluit #5704,140357
34595,112074,Yokosuka #43,140352
34596,47225,Yellowknife #4560,140341
34597,261805,Ushuaia #6009,140315
34598,75812,Anchorage #8109,140314
34599,147519,Adamstown #666,140301
34600,244022,Port-aux-Français #14578,140301
34601,149817,Toliara #45,140260
34602,246070,Port-aux-Français #15002,140252
34603,209877,Hobart #3671,140249
34604,156014,Port Mathurin #867,140218
34605,117794,Honolulu #2418,140217
34606,88298,Galway #275,140215
34607,197043,Hobart #2451,140207
34608,175271,Stanley #304,140187
34609,56034,Ísafjörður #2380,140182
34610,127241,Warri #3,140181
34611,157137,Canberra #26,140179
34612,103791,Kargil #2,140167
34613,107492,Kushiro #379,140154
34614,229520,Ushuaia #2988,140148
34615,123516,Santa Lucía Cotzumalguapa #10,140137
34616,15380,Anchorage #1670,140134
34617,78095,Skien #11,140128
34618,172936,Port-aux-Français #1737,140077
34619,93516,Atyrau #45,140067
34620,102435,Honolulu #668,140046
34621,107494,Enewetak #8,140026
34622,53629,Norilsk #4865,140021
34623,116168,Saipan #242,140009
34624,60668,Olonkinbyen #3338,140005
34625,94773,Juneau #684,139994
34626,128696,Macapá #1,139988
34627,228887,Waitangi #7359,139983
34628,241262,Punta Arenas #6615,139978
34629,68944,Ukhta #72,139964
34630,230555,Ushuaia #3087,139921
34631,99564,Queluz #29,139910
34632,170849,Port-aux-Français #1421,139908
34633,124695,Moundou #3,139901
34634,251702,Port-aux-Français #16179,139881
34635,84631,Saguenay #128,139872
34636,124836,Kota Kinabalu #12,139845
34637,19682,Ísafjörður #798,139836
34638,272,Longyearbyen #16,139830
34639,155608,Newcastle #24,139822
34640,248507,Grytviken #9408,139790
34641,70937,Härnösand #10,139785
34642,72016,Ukhta #127,139779
34643,87898,Rudnyy #18,139764
34644,111041,Miyazaki #35,139763
34645,139881,Puerto Baquerizo Moreno #808,139755
34646,66956,Ust’-Ilimsk #1159,139745
34647,123520,Sonsonate #10,139741
34648,250026,Ushuaia #4859,139727
34649,119497,Porto Novo #43,139719
34650,134419,Dolisie #6,139719
34651,39225,Murmansk #996,139710
34652,132266,Manaus #9,139708
34653,227785,Hobart #5372,139696
34654,177462,East London #533,139654
34655,245046,Port-aux-Français #14789,139653
34656,94446,Santiago de Compostela #76,139626
34657,123206,Bosaso #24,139613
34658,246316,Waitangi #9598,139573
34659,86888,Astana #15,139567
34660,238670,Adamstown #7881,139564
34661,99485,New Bedford #29,139562
34662,212078,Punta Arenas #3791,139560
34663,102603,Ponta Delgada #781,139557
34664,97390,Cheyenne #30,139544
34665,106136,Wilmington #23,139533
34666,257334,Port-aux-Français #17356,139459
34667,111036,Uruma #27,139450
34668,119483,Cayenne #46,139450
34669,148310,Souillac #12,139444
34670,120684,Davangere #2,139440
34671,149195,Campos dos Goytacazes #22,139438
34672,43406,Norilsk #4126,139435
34673,216828,Edinburgh of the Seven Seas #3928,139416
34674,240468,Port-aux-Français #13873,139399
34675,67773,Nuuk #49,139398
34676,149269,Ondjiva #99,139376
34677,155561,Perth #640,139363
34678,128831,Baidoa #6,139346
34679,166404,Waitangi #528,139310
34680,157262,Adamstown #1750,139283
34681,194455,Perth #3706,139283
34682,169194,Edinburgh of the Seven Seas #1572,139277
34683,136408,João Pessoa #46,139274
34684,29526,Nar'yan-Mar #1343,139248
34685,214838,Port-aux-Français #8751,139221
34686,78681,Kamensk-Ural’skiy #1,139210
34687,220470,Port-aux-Français #9838,139207
34688,131297,Georgetown #10,139199
34689,86023,Anchorage #9147,139195
34690,37533,Iqaluit #2753,139188
34691,99796,Kushiro #186,139176
34692,209023,Punta Arenas #3502,139144
34693,222384,Ushuaia #2435,139105
34694,103531,Santa Fe #9,139099
34695,118982,Cayenne #45,139079
34696,80617,Galway #43,139078
34697,91839,St. John's #330,139066
34698,191869,Port-aux-Français #4655,139062
34699,65743,Ísafjörður #2757,139061
34700,162306,Waitangi #259,139050
34701,131298,Georgetown #11,139034
34702,171594,Adamstown #3428,139033
34703,111003,Fenghuang #5,139027
34704,148351,West Island #674,139024
34705,105843,Dehra Dūn #7,139017
34706,35810,Magadan #1741,139008
34707,35573,Olonkinbyen #2074,139001
34708,75606,Nizhny Tagil #45,138998
34709,198061,Perth #3923,138987
34710,120120,Asmara #4,138975
34711,223030,Port-aux-Français #10339,138971
34712,108108,Santa Maria #45,138958
34713,222186,Invercargill #2907,138950
34714,111347,Tindouf #31,138931
34715,162990,Mar del Plata #51,138928
34716,194772,Grytviken #2491,138928
34717,64719,Ísafjörður #2717,138921
34718,191609,Punta Arenas #1727,138906
34719,154869,Edinburgh of the Seven Seas #349,138896
34720,127558,Taiohae #303,138891
34721,122477,Acapulco de Juárez #83,138881
34722,87703,Saguenay #217,138875
34723,61965,Anchorage #6628,138853
34724,74525,Mariehamn #2,138832
34725,123303,Puerto Princesa #26,138826
34726,150822,Klerksdorp #3,138811
34727,79151,Velikiy Novgorod #28,138793
34728,89312,Ponta Delgada #89,138759
34729,45177,Yellowknife #4368,138745
34730,93793,Helena #41,138741
34731,241585,Hobart #6697,138733
34732,93107,Harbin #1,138720
34733,82595,Saguenay #71,138718
34734,59040,Iqaluit #4409,138716
34735,171681,Comodoro Rivadavia #98,138713
34736,257338,Port-aux-Français #17360,138712
34737,84716,Galway #166,138710
34738,112475,Arif Wala #21,138707
34739,235117,Punta Arenas #6029,138707
34740,106971,Iwaki #103,138705
34741,204086,Port Elizabeth #1513,138694
34742,148379,Perth #72,138679
34743,2802,Olonkinbyen #166,138669
34744,127017,Honolulu #3315,138654
34745,112772,Cancún #10,138645
34746,29810,Yellowknife #2891,138625
34747,9490,Longyearbyen #741,138624
34748,69902,Trondheim #65,138616
34749,88687,Regina #58,138615
34750,75073,Nizhniy Novgorod #10,138590
34751,86357,Magnitogorsk #28,138558
34752,145347,Cairns #117,138545
34753,211787,Port-aux-Français #8188,138510
34754,125255,Garoowe #8,138462
34755,217805,Grytviken #5187,138443
34756,138681,Darwin #16,138420
34757,57377,Anchorage #6162,138407
34758,20492,Anchorage #2212,138405
34759,152213,Coquimbo #91,138401
34760,166053,Rawson #17,138383
34761,102897,Petropavlovsk-Kamchatsky #1677,138379
34762,154164,Papeete #435,138365
34763,207464,Punta Arenas #3326,138365
34764,190145,Grytviken #2004,138361
34765,69068,Magadan #3600,138354
34766,129,Iqaluit #4,138345
34767,100027,St. John's #676,138342
34768,185065,Grytviken #1563,138336
34769,223109,Port-aux-Français #10418,138328
34770,122996,Acapulco de Juárez #102,138314
34771,140813,Pago Pago #3,138313
34772,112281,Cockburn Town #28,138308
34773,156291,Talcahuano #205,138227
34774,48838,Ilulissat #2772,138225
34775,101576,Ponta Delgada #720,138222
34776,152231,Santiago del Estero #12,138221
34777,172605,Adamstown #3530,138215
34778,83410,Magadan #4225,138192
34779,96477,Ponta Delgada #444,138163
34780,134733,Taiohae #990,138163
34781,108884,Jīroft #2,138154
34782,136349,Rio Branco #4,138148
34783,213419,Hobart #3966,138147
34784,78211,Krasnoyarsk #52,138135
34785,87877,Balakovo #16,138120
34786,235773,Grytviken #7640,138116
34787,21897,Norilsk #2192,138100
34788,90569,Yuzhno-Sakhalinsk #133,138097
34789,188726,Port Elizabeth #856,138081
34790,241394,Grytviken #8428,138077
34791,135015,Hithadhoo #114,138062
34792,152419,Port Mathurin #641,138062
34793,116515,Amdjarass #2,138060
34794,65037,Anchorage #6952,138059
34795,148340,Port Mathurin #410,138037
34796,116268,Honolulu #2238,138036
34797,98466,Halifax #69,138013
